Num,x,y
0,13.20955695,30.27036236
1,27.2690699,30.90167237
2,9.902298204,8.699934767
3,49.55136946,38.74165706
4,41.52800788,27.91290889
5,1.200690186,18.59391412
6,34.12539223,44.74704405
7,10.26285043,36.98301666
8,36.96058818,6.80499564
9,39.04854686,32.71756685
10,45.13536515,18.5649343
11,35.7964636,38.19879567
12,31.54065094,12.22234268
13,37.92883733,34.00204221
14,8.549539826,19.83487775
15,45.8602856,29.30495621
16,21.9206731,5.82813167
17,15.86933904,24.61816813
18,46.20366771,1.134737635
19,33.65131294,40.49203295
20,34.0828204,45.9618432
21,47.23542663,31.822166
22,43.69598765,10.79448521
23,21.05865766,26.33042252
24,7.523068101,45.55364344
25,18.2600981,38.49979801
26,9.246710432,30.6677897
27,27.98467486,46.72543114
28,15.42012524,36.87468621
29,24.26513698,42.94738701
30,29.88854974,39.27470354
31,40.21102474,38.16210657
32,17.29416348,36.07252767
33,2.904419823,5.96851226
34,33.28222922,5.316547585
35,17.51772616,0.08637768
36,5.49950739,2.891407143
37,32.52455899,26.60403115
38,5.307084328,1.617257152
39,32.34722102,2.526089055
40,25.15970318,6.156151029
41,40.6342794,43.06684347
42,25.42187611,48.48608676
43,20.62899369,46.39220682
44,39.93663154,38.47252981
45,6.391391682,30.29343156
46,8.827452596,36.83968096
47,37.38648799,31.84906838
48,32.30466461,27.73736759
49,47.04231262,43.49174455
50,35.51719105,34.5652628
51,38.86692522,10.15120015
52,40.1312062,4.237030347
53,33.94893061,48.7455415
54,33.70111271,25.0815964
55,28.87155496,5.580341993
56,22.42723441,44.15311416
57,27.57572514,44.98873768
58,41.19858889,10.90771917
59,14.60740426,14.50070563
60,4.160388667,35.62738085
61,32.7460394,15.43342164
62,26.12213522,6.624279485
63,42.62377005,1.504891434
64,19.39552169,43.69399348
65,23.75813095,28.14749688
66,22.6740932,6.120144086
67,2.081269974,34.82283239
68,49.73036615,30.29044632
69,39.394408,38.64151788
70,40.55168012,4.208680735
71,24.94847518,31.72586632
72,37.93713569,12.32460767
73,6.138079348,44.70234133
74,29.00170895,49.7908416
75,21.20003037,13.08368748
76,17.28835415,6.433727029
77,0.819416086,6.498572689
78,6.151456973,38.17117545
79,26.49187448,27.66242349
80,40.79930095,13.29609809
81,2.398348927,38.96520939
82,47.92957755,3.404847607
83,27.19606117,30.7073671
84,8.49811253,16.68358927
85,37.03804976,7.487125851
86,4.813612981,38.06508085
87,44.59601062,0.372562973
88,0.406088473,44.92679271
89,40.43869582,2.680105348
90,12.59434705,18.60277867
91,6.919962155,1.470137581
92,39.22917117,45.57075192
93,3.29171108,5.376326812
94,31.2721058,36.36333287
95,16.61177989,37.28511572
96,32.02946874,36.36639695
97,7.004655262,6.536337376
98,12.38589395,39.32221702
99,0.231213371,28.97196541
100,11.45655434,27.87992292
101,41.79524297,13.98090753
102,37.05942351,19.62025036
103,49.34866952,32.57492212
104,38.54864032,45.4833451
105,28.99253742,19.94564899
106,15.53659586,11.95149993
107,46.96077534,48.55469085
108,4.473904562,15.87679525
109,26.5503013,15.09014554
110,8.518846479,19.52160734
111,13.81570242,2.614284643
112,25.80795929,31.0591785
113,16.62281842,14.42553209
114,33.48953665,26.95491223
115,34.14573351,0.58488847
116,46.70028243,0.535761283
117,6.008814032,38.5092078
118,29.04455252,41.90419359
119,25.51392129,25.4952267
120,29.44833625,1.983520207
121,43.24852855,26.64053917
122,8.312306844,6.774181856
123,17.00229276,44.01382799
124,19.00331688,35.2266474
125,33.44816616,13.96692509
126,38.34841438,49.87504844
127,11.97376738,21.80253354
128,8.134486347,3.521141074
129,16.09397234,18.10004765
130,26.88733155,25.98320604
131,38.68559008,42.80797932
132,19.91253727,45.65244303
133,35.81855721,12.77924305
134,29.91139892,19.1549107
135,17.01516757,20.96243165
136,2.01204487,7.0901202
137,0.998550904,13.39235042
138,13.87652065,45.28575014
139,45.55727524,0.970014866
140,2.784681786,3.712048126
141,15.13509971,27.60364582
142,9.586626258,24.63511321
143,49.86397608,47.59605415
144,13.81676331,32.85992834
145,24.82535389,2.767746099
146,24.9638699,31.6475323
147,41.05474133,48.34774135
148,26.7613727,26.43440893
149,7.154791977,35.19670978
150,24.84425332,23.89593069
151,19.65566888,11.12881945
152,33.88973672,4.707496772
153,11.81162505,35.84805499
154,14.89168764,2.146044261
155,44.97060641,30.23543531
156,48.86104605,1.21593447
